UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
MG,31,50604,Piracema,"6,570"
MG,31,50703,Pirajuba,"5,534"
MG,31,50802,Piranga,"17,864"
MG,31,50901,Piranguçu,"5,475"
MG,31,51008,Piranguinho,"8,505"
MG,31,51107,Pirapetinga,"10,818"
MG,31,51206,Pirapora,"56,229"
MG,31,51305,Piraúba,"11,101"
MG,31,51404,Pitangui,"27,273"
MG,31,51503,Piumhi,"34,075"
MG,31,51602,Planura,"11,509"
MG,31,51701,Poço Fundo,"16,775"
MG,31,51800,Poços de Caldas,"163,677"
MG,31,51909,Pocrane,"8,940"
MG,31,52006,Pompéu,"31,178"
MG,31,52105,Ponte Nova,"60,005"
MG,31,52131,Ponto Chique,"4,212"
MG,31,52170,Ponto dos Volantes,"12,016"
MG,31,52204,Porteirinha,"38,720"
MG,31,52303,Porto Firme,"11,107"
MG,31,52402,Poté,"16,502"
MG,31,52501,Pouso Alegre,"143,846"
MG,31,52600,Pouso Alto,"6,236"
MG,31,52709,Prados,"8,919"
MG,31,52808,Prata,"27,469"
MG,31,52907,Pratápolis,"8,930"
MG,31,53004,Pratinha,"3,515"
MG,31,53103,Presidente Bernardes,"5,594"
MG,31,53202,Presidente Juscelino,"3,875"
MG,31,53301,Presidente Kubitschek,"3,056"
MG,31,53400,Presidente Olegário,"19,469"
MG,31,53608,Prudente de Morais,"10,388"
MG,31,53707,Quartel Geral,"3,516"
MG,31,53806,Queluzito,"1,947"
MG,31,53905,Raposos,"16,230"
MG,31,54002,Raul Soares,"24,394"
MG,31,54101,Recreio,"10,667"
MG,31,54150,Reduto,"7,023"
MG,31,54200,Resende Costa,"11,478"
MG,31,54309,Resplendor,"17,675"
MG,31,54408,Ressaquinha,"4,834"
MG,31,54457,Riachinho,"8,274"
MG,31,54507,Riacho dos Machados,"9,658"
MG,31,54606,Ribeirão das Neves,"322,659"
MG,31,54705,Ribeirão Vermelho,"4,026"
MG,31,54804,Rio Acima,"9,924"
MG,31,54903,Rio Casca,"14,247"
MG,31,55108,Rio do Prado,"5,316"
MG,31,55009,Rio Doce,"2,600"
MG,31,55207,Rio Espera,"5,929"
MG,31,55306,Rio Manso,"5,684"
MG,31,55405,Rio Novo,"9,050"
MG,31,55504,Rio Paranaíba,"12,398"
MG,31,55603,Rio Pardo de Minas,"30,732"
MG,31,55702,Rio Piracicaba,"14,602"
MG,31,55801,Rio Pomba,"17,939"
MG,31,55900,Rio Preto,"5,517"
MG,31,56007,Rio Vermelho,"13,597"
MG,31,56106,Ritápolis,"4,891"
MG,31,56205,Rochedo de Minas,"2,263"
MG,31,56304,Rodeiro,"7,653"
MG,31,56403,Romaria,"3,657"
MG,31,56452,Rosário da Limeira,"4,525"
MG,31,56502,Rubelita,"7,093"
MG,31,56601,Rubim,"10,330"
MG,31,56700,Sabará,"134,382"
MG,31,56809,Sabinópolis,"15,987"
MG,31,56908,Sacramento,"25,630"
MG,31,57005,Salinas,"41,301"
MG,31,57104,Salto da Divisa,"7,107"
MG,31,57203,Santa Bárbara,"30,169"
MG,31,57252,Santa Bárbara do Leste,"8,107"
MG,31,57278,Santa Bárbara do Monte Verde,"3,037"
MG,31,57302,Santa Bárbara do Tugúrio,"4,617"
MG,31,57336,Santa Cruz de Minas,"8,429"
MG,31,57377,Santa Cruz de Salinas,"4,383"
MG,31,57401,Santa Cruz do Escalvado,"5,003"
MG,31,57500,Santa Efigênia de Minas,"4,622"
MG,31,57609,Santa Fé de Minas,"4,009"
MG,31,57658,Santa Helena de Minas,"6,362"
MG,31,57708,Santa Juliana,"12,939"
MG,31,57807,Santa Luzia,"216,254"
MG,31,57906,Santa Margarida,"15,982"
MG,31,58003,Santa Maria de Itabira,"10,964"
MG,31,58102,Santa Maria do Salto,"5,393"
MG,31,58201,Santa Maria do Suaçuí,"14,869"
MG,31,59209,Santa Rita de Caldas,"9,218"
MG,31,59407,Santa Rita de Ibitipoca,"3,595"
MG,31,59308,Santa Rita de Jacutinga,"5,065"
MG,31,59357,Santa Rita de Minas,"7,042"
MG,31,59506,Santa Rita do Itueto,"5,739"
MG,31,59605,Santa Rita do Sapucaí,"41,425"
MG,31,59704,Santa Rosa da Serra,"3,368"
MG,31,59803,Santa Vitória,"19,389"
MG,31,58300,Santana da Vargem,"7,349"
MG,31,58409,Santana de Cataguases,"3,836"
MG,31,58508,Santana de Pirapama,"8,032"
MG,31,58607,Santana do Deserto,"4,016"
MG,31,58706,Santana do Garambéu,"2,400"
MG,31,58805,Santana do Jacaré,"4,828"
MG,31,58904,Santana do Manhuaçu,"8,844"
MG,31,58953,Santana do Paraíso,"31,604"
MG,31,59001,Santana do Riacho,"4,258"
MG,31,59100,Santana dos Montes,"3,897"
MG,31,59902,Santo Antônio do Amparo,"18,367"
MG,31,60009,Santo Antônio do Aventureiro,"3,659"
MG,31,60108,Santo Antônio do Grama,"4,103"
MG,31,60207,Santo Antônio do Itambé,"4,093"
MG,31,60306,Santo Antônio do Jacinto,"12,008"
MG,31,60405,Santo Antônio do Monte,"27,752"
MG,31,60454,Santo Antônio do Retiro,"7,290"
MG,31,60504,Santo Antônio do Rio Abaixo,"1,816"
MG,31,60603,Santo Hipólito,"3,246"
MG,31,60702,Santos Dumont,"47,559"
MG,31,60801,São Bento Abade,"5,043"
MG,31,60900,São Brás do Suaçuí,"3,712"
MG,31,60959,São Domingos das Dores,"5,661"
MG,31,61007,São Domingos do Prata,"17,798"
MG,31,61056,São Félix de Minas,"3,462"
MG,31,61106,São Francisco,"56,423"
MG,31,61205,São Francisco de Paula,"6,670"
MG,31,61304,São Francisco de Sales,"6,150"
MG,31,61403,São Francisco do Glória,"5,145"
MG,31,61502,São Geraldo,"11,559"
MG,31,61601,São Geraldo da Piedade,"4,289"
MG,31,61650,São Geraldo do Baixio,"3,834"
MG,31,61700,São Gonçalo do Abaeté,"6,780"
MG,31,61809,São Gonçalo do Pará,"11,654"
MG,31,61908,São Gonçalo do Rio Abaixo,"10,588"
MG,31,25507,São Gonçalo do Rio Preto,"3,189"
MG,31,62005,São Gonçalo do Sapucaí,"25,274"
MG,31,62104,São Gotardo,"34,425"
MG,31,62203,São João Batista do Glória,"7,341"
MG,31,62252,São João da Lagoa,"4,902"
MG,31,62302,São João da Mata,"2,810"
MG,31,62401,São João da Ponte,"25,906"
MG,31,62450,São João das Missões,"12,652"
MG,31,62500,São João del Rei,"89,378"
MG,31,62559,São João do Manhuaçu,"11,153"
MG,31,62575,São João do Manteninha,"5,650"
MG,31,62609,São João do Oriente,"7,888"
MG,31,62658,São João do Pacuí,"4,339"
MG,31,62708,São João do Paraíso,"23,526"
MG,31,62807,São João Evangelista,"16,057"
MG,31,62906,São João Nepomuceno,"26,336"
MG,31,62922,São Joaquim de Bicas,"29,162"
MG,31,62948,São José da Barra,"7,270"
MG,31,62955,São José da Lapa,"22,257"
MG,31,63003,São José da Safira,"4,274"
MG,31,63102,São José da Varginha,"4,702"
MG,31,63201,São José do Alegre,"4,197"
MG,31,63300,São José do Divino,"3,944"
MG,31,63409,São José do Goiabal,"5,673"
MG,31,63508,São José do Jacuri,"6,671"
MG,31,63607,São José do Mantimento,"2,755"
MG,31,63706,São Lourenço,"44,781"
MG,31,63805,São Miguel do Anta,"7,019"
MG,31,63904,São Pedro da União,"4,979"
MG,31,64100,São Pedro do Suaçuí,"5,552"
MG,31,64001,São Pedro dos Ferros,"8,284"
MG,31,64209,São Romão,"11,553"
MG,31,64308,São Roque de Minas,"7,035"
MG,31,64407,São Sebastião da Bela Vista,"5,348"
MG,31,64431,São Sebastião da Vargem Alegre,"2,973"
MG,31,64472,São Sebastião do Anta,"6,286"
MG,31,64506,São Sebastião do Maranhão,"10,620"
MG,31,64605,São Sebastião do Oeste,"6,430"
MG,31,64704,São Sebastião do Paraíso,"69,574"
MG,31,64803,São Sebastião do Rio Preto,"1,601"
MG,31,64902,São Sebastião do Rio Verde,"2,228"
MG,31,65206,São Thomé das Letras,"7,037"
MG,31,65008,São Tiago,"11,017"
MG,31,65107,São Tomás de Aquino,"7,238"
MG,31,65305,São Vicente de Minas,"7,552"
MG,31,65404,Sapucaí-Mirim,"6,739"
MG,31,65503,Sardoá,"6,083"
MG,31,65537,Sarzedo,"29,889"
MG,31,65560,Sem-Peixe,"2,814"
MG,31,65578,Senador Amaral,"5,419"
MG,31,65602,Senador Cortes,"2,047"
MG,31,65701,Senador Firmino,"7,700"
MG,31,65800,Senador José Bento,"1,735"
MG,31,65909,Senador Modestino Gonçalves,"4,484"
MG,31,66006,Senhora de Oliveira,"5,879"
MG,31,66105,Senhora do Porto,"3,599"
MG,31,66204,Senhora dos Remédios,"10,585"
MG,31,66303,Sericita,"7,406"
MG,31,66402,Seritinga,"1,865"
MG,31,66501,Serra Azul de Minas,"4,363"
MG,31,66600,Serra da Saudade,818
MG,31,66808,Serra do Salitre,"11,325"
MG,31,66709,Serra dos Aimorés,"8,767"
MG,31,66907,Serrania,"7,796"
MG,31,66956,Serranópolis de Minas,"4,712"
MG,31,67004,Serranos,"2,030"
MG,31,67103,Serro,"21,427"
MG,31,67202,Sete Lagoas,"232,107"
MG,31,65552,Setubinha,"11,837"
MG,31,67301,Silveirânia,"2,282"
MG,31,67400,Silvianópolis,"6,283"
MG,31,67509,Simão Pereira,"2,640"
MG,31,67608,Simonésia,"19,421"
MG,31,67707,Sobrália,"5,842"
MG,31,67806,Soledade de Minas,"6,055"
MG,31,67905,Tabuleiro,"4,021"
MG,31,68002,Taiobeiras,"33,315"
MG,31,68051,Taparuba,"3,203"
MG,31,68101,Tapira,"4,542"
MG,31,68200,Tapiraí,"1,922"
MG,31,68309,Taquaraçu de Minas,"4,030"
MG,31,68408,Tarumirim,"14,672"
MG,31,68507,Teixeiras,"11,793"
MG,31,68606,Teófilo Otoni,"141,046"
MG,31,68705,Timóteo,"87,542"
MG,31,68804,Tiradentes,"7,640"
MG,31,68903,Tiros,"6,871"
MG,31,69000,Tocantins,"16,637"
MG,31,69059,Tocos do Moji,"4,124"
MG,31,69109,Toledo,"6,153"
MG,31,69208,Tombos,"9,033"
MG,31,69307,Três Corações,"77,921"
MG,31,69356,Três Marias,"31,028"
MG,31,69406,Três Pontas,"56,649"
MG,31,69505,Tumiritinga,"6,669"
MG,31,69604,Tupaciguara,"25,363"
MG,31,69703,Turmalina,"19,454"
MG,31,69802,Turvolândia,"4,964"
MG,31,69901,Ubá,"111,012"
MG,31,70008,Ubaí,"12,397"
MG,31,70057,Ubaporanga,"12,558"
MG,31,70107,Uberaba,"322,126"
MG,31,70206,Uberlândia,"662,362"
MG,31,70305,Umburatiba,"2,727"
MG,31,70404,Unaí,"82,887"
MG,31,70438,União de Minas,"4,474"
MG,31,70479,Uruana de Minas,"3,336"
MG,31,70503,Urucânia,"10,585"
MG,31,70529,Urucuia,"15,556"
MG,31,70578,Vargem Alegre,"6,634"
MG,31,70602,Vargem Bonita,"2,213"
MG,31,70651,Vargem Grande do Rio Pardo,"4,989"
MG,31,70701,Varginha,"132,353"
MG,31,70750,Varjão de Minas,"6,762"
MG,31,70800,Várzea da Palma,"38,534"
MG,31,70909,Varzelândia,"19,702"
MG,31,71006,Vazante,"20,652"
MG,31,71030,Verdelândia,"9,056"
MG,31,71071,Veredinha,"5,773"
MG,31,71105,Veríssimo,"3,826"
MG,31,71154,Vermelho Novo,"4,883"
MG,31,71204,Vespasiano,"118,557"
MG,31,71303,Viçosa,"77,318"
MG,31,71402,Vieiras,"3,765"
MG,31,71600,Virgem da Lapa,"14,030"
MG,31,71709,Virgínia,"8,867"
MG,31,71808,Virginópolis,"10,810"
MG,31,71907,Virgolândia,"5,664"
MG,31,72004,Visconde do Rio Branco,"41,182"
MG,31,72103,Volta Grande,"5,288"
MG,31,72202,Wenceslau Braz,"2,617"
ES,32,00102,Afonso Cláudio,"32,454"
ES,32,00169,Água Doce do Norte,"12,025"
ES,32,00136,Águia Branca,"10,065"
ES,32,00201,Alegre,"32,205"
ES,32,00300,Alfredo Chaves,"14,973"
ES,32,00359,Alto Rio Novo,"7,934"
ES,32,00409,Anchieta,"27,624"
ES,32,00508,Apiacá,"7,924"
ES,32,00607,Aracruz,"95,056"
ES,32,00706,Atilio Vivacqua,"11,181"
ES,32,00805,Baixo Guandu,"31,467"
ES,32,00904,Barra de São Francisco,"44,599"
ES,32,01001,Boa Esperança,"15,318"
ES,32,01100,Bom Jesus do Norte,"10,176"
ES,32,01159,Brejetuba,"12,755"
ES,32,01209,Cachoeiro de Itapemirim,"208,702"
ES,32,01308,Cariacica,"381,802"
ES,32,01407,Castelo,"37,829"
ES,32,01506,Colatina,"122,646"
ES,32,01605,Conceição da Barra,"31,127"
ES,32,01704,Conceição do Castelo,"12,766"
ES,32,01803,Divino de São Lourenço,"4,649"
ES,32,01902,Domingos Martins,"34,416"
ES,32,02009,Dores do Rio Preto,"6,890"
ES,32,02108,Ecoporanga,"24,271"
ES,32,02207,Fundão,"19,985"
ES,32,02256,Governador Lindenberg,"12,284"
ES,32,02306,Guaçuí,"30,685"
ES,32,02405,Guarapari,"119,802"
ES,32,02454,Ibatiba,"25,244"
ES,32,02504,Ibiraçu,"12,358"
ES,32,02553,Ibitirama,"9,386"
ES,32,02603,Iconha,"13,788"
ES,32,02652,Irupi,"13,096"
ES,32,02702,Itaguaçu,"14,829"
ES,32,02801,Itapemirim,"34,272"
ES,32,02900,Itarana,"11,289"
ES,32,03007,Iúna,"29,585"
ES,32,03056,Jaguaré,"28,644"
ES,32,03106,Jerônimo Monteiro,"11,876"
ES,32,03130,João Neiva,"17,022"
ES,32,03163,Laranja da Terra,"11,438"
ES,32,03205,Linhares,"163,662"
ES,32,03304,Mantenópolis,"15,121"
ES,32,03320,Marataízes,"37,923"
ES,32,03346,Marechal Floriano,"16,127"
ES,32,03353,Marilândia,"12,353"
ES,32,03403,Mimoso do Sul,"27,349"
ES,32,03502,Montanha,"19,224"
ES,32,03601,Mucurici,"5,885"
ES,32,03700,Muniz Freire,"18,909"
ES,32,03809,Muqui,"15,626"
ES,32,03908,Nova Venécia,"50,294"
ES,32,04005,Pancas,"23,418"
ES,32,04054,Pedro Canário,"26,128"
ES,32,04104,Pinheiros,"26,589"
ES,32,04203,Piúma,"20,716"
ES,32,04252,Ponto Belo,"7,749"
ES,32,04302,Presidente Kennedy,"11,309"
ES,32,04351,Rio Bananal,"19,181"
ES,32,04401,Rio Novo do Sul,"12,045"
ES,32,04500,Santa Leopoldina,"12,885"
ES,32,04559,Santa Maria de Jetibá,"38,850"
ES,32,04609,Santa Teresa,"23,735"
ES,32,04658,São Domingos do Norte,"8,709"
ES,32,04708,São Gabriel da Palha,"36,328"
ES,32,04807,São José do Calçado,"11,012"
ES,32,04906,São Mateus,"124,575"
ES,32,04955,São Roque do Canaã,"12,384"
ES,32,05002,Serra,"485,376"
ES,32,05010,Sooretama,"27,966"
ES,32,05036,Vargem Alta,"21,141"
ES,32,05069,Venda Nova do Imigrante,"23,744"
ES,32,05101,Viana,"74,499"
ES,32,05150,Vila Pavão,"9,368"
ES,32,05176,Vila Valério,"14,657"
ES,32,05200,Vila Velha,"472,762"
ES,32,05309,Vitória,"355,875"
RJ,33,00100,Angra dos Reis,"188,276"
RJ,33,00159,Aperibé,"11,023"
RJ,33,00209,Araruama,"122,865"
RJ,33,00225,Areal,"11,970"
RJ,33,00233,Armação dos Búzios,"31,067"
RJ,33,00258,Arraial do Cabo,"29,097"
RJ,33,00308,Barra do Piraí,"96,865"
RJ,33,00407,Barra Mansa,"179,915"
RJ,33,00456,Belford Roxo,"481,127"
RJ,33,00506,Bom Jardim,"26,278"
RJ,33,00605,Bom Jesus do Itabapoana,"35,964"
RJ,33,00704,Cabo Frio,"208,451"
RJ,33,00803,Cachoeiras de Macacu,"56,290"
RJ,33,00902,Cambuci,"14,836"
RJ,33,01009,Campos dos Goytacazes,"483,970"
RJ,33,01108,Cantagalo,"19,759"
RJ,33,00936,Carapebus,"15,008"
RJ,33,01157,Cardoso Moreira,"12,558"
RJ,33,01207,Carmo,"18,200"
RJ,33,01306,Casimiro de Abreu,"40,305"
RJ,33,00951,Comendador Levy Gasparian,"8,250"
RJ,33,01405,Conceição de Macabu,"22,163"
RJ,33,01504,Cordeiro,"21,063"
RJ,33,01603,Duas Barras,"11,121"
RJ,33,01702,Duque de Caxias,"882,729"
RJ,33,01801,Engenheiro Paulo de Frontin,"13,626"
RJ,33,01850,Guapimirim,"56,515"
RJ,33,01876,Iguaba Grande,"25,901"
RJ,33,01900,Itaboraí,"229,007"
RJ,33,02007,Itaguaí,"119,143"
RJ,33,02056,Italva,"14,569"
RJ,33,02106,Itaocara,"22,779"
RJ,33,02205,Itaperuna,"99,021"
RJ,33,02254,Itatiaia,"30,240"
RJ,33,02270,Japeri,"99,863"
RJ,33,02304,Laje do Muriaé,"7,298"
RJ,33,02403,Macaé,"234,628"
RJ,33,02452,Macuco,"5,398"
RJ,33,02502,Magé,"234,809"
RJ,33,02601,Mangaratiba,"40,779"
RJ,33,02700,Maricá,"146,549"
RJ,33,02809,Mendes,"18,099"
RJ,33,02858,Mesquita,"170,751"
RJ,33,02908,Miguel Pereira,"24,842"
RJ,33,03005,Miracema,"26,665"
RJ,33,03104,Natividade,"15,013"
RJ,33,03203,Nilópolis,"158,309"
RJ,33,03302,Niterói,"496,696"
RJ,33,03401,Nova Friburgo,"184,786"
RJ,33,03500,Nova Iguaçu,"807,492"
RJ,33,03609,Paracambi,"49,521"
RJ,33,03708,Paraíba do Sul,"42,356"
RJ,33,03807,Parati,"40,478"
RJ,33,03856,Paty do Alferes,"26,818"
RJ,33,03906,Petrópolis,"298,142"
RJ,33,03955,Pinheiral,"23,887"
RJ,33,04003,Piraí,"27,838"
RJ,33,04102,Porciúncula,"18,059"
RJ,33,04110,Porto Real,"18,266"
RJ,33,04128,Quatis,"13,543"
RJ,33,04144,Queimados,"143,632"
RJ,33,04151,Quissamã,"22,700"
RJ,33,04201,Resende,"125,214"
RJ,33,04300,Rio Bonito,"57,615"
RJ,33,04409,Rio Claro,"17,826"
RJ,33,04508,Rio das Flores,"8,892"
RJ,33,04524,Rio das Ostras,"131,976"
RJ,33,04557,Rio de Janeiro,"6,476,631"
RJ,33,04607,Santa Maria Madalena,"10,225"
RJ,33,04706,Santo Antônio de Pádua,"41,178"
RJ,33,04805,São Fidélis,"37,703"
RJ,33,04755,São Francisco de Itabapoana,"41,291"
RJ,33,04904,São Gonçalo,"1,038,081"
RJ,33,05000,São João da Barra,"34,583"
RJ,33,05109,São João de Meriti,"460,625"
RJ,33,05133,São José de Ubá,"7,206"
RJ,33,05158,São José do Vale do Rio Preto,"20,916"
RJ,33,05208,São Pedro da Aldeia,"96,920"
RJ,33,05307,São Sebastião do Alto,"9,054"
RJ,33,05406,Sapucaia,"17,606"
RJ,33,05505,Saquarema,"82,359"
RJ,33,05554,Seropédica,"82,892"
RJ,33,05604,Silva Jardim,"21,307"
RJ,33,05703,Sumidouro,"15,127"
RJ,33,05752,Tanguá,"32,426"
RJ,33,05802,Teresópolis,"173,060"
RJ,33,05901,Trajano de Morais,"10,350"
RJ,33,06008,Três Rios,"79,264"
RJ,33,06107,Valença,"73,725"
RJ,33,06156,Varre-Sai,"10,402"
RJ,33,06206,Vassouras,"35,432"
RJ,33,06305,Volta Redonda,"262,970"
SP,35,00105,Adamantina,"35,048"
SP,35,00204,Adolfo,"3,623"
SP,35,00303,Aguaí,"34,863"
SP,35,00402,Águas da Prata,"8,025"
SP,35,00501,Águas de Lindóia,"18,313"
SP,35,00550,Águas de Santa Bárbara,"5,944"
SP,35,00600,Águas de São Pedro,"3,139"
SP,35,00709,Agudos,"36,524"
SP,35,00758,Alambari,"5,560"
SP,35,00808,Alfredo Marcondes,"4,101"
SP,35,00907,Altair,"4,060"
SP,35,01004,Altinópolis,"16,179"
SP,35,01103,Alto Alegre,"4,173"
SP,35,01152,Alumínio,"18,061"
SP,35,01202,Álvares Florence,"3,853"
SP,35,01301,Álvares Machado,"24,651"
SP,35,01400,Álvaro de Carvalho,"5,030"
SP,35,01509,Alvinlândia,"3,168"
SP,35,01608,Americana,"229,322"
SP,35,01707,Américo Brasiliense,"38,202"
SP,35,01806,Américo de Campos,"5,942"
SP,35,01905,Amparo,"70,280"
SP,35,02002,Analândia,"4,731"
SP,35,02101,Andradina,"57,250"
SP,35,02200,Angatuba,"24,161"
SP,35,02309,Anhembi,"6,307"
SP,35,02408,Anhumas,"3,999"
SP,35,02507,Aparecida,"36,217"
SP,35,02606,Aparecida d'Oeste,"4,397"
SP,35,02705,Apiaí,"25,211"
SP,35,02754,Araçariguama,"20,114"
SP,35,02804,Araçatuba,"192,757"
SP,35,02903,Araçoiaba da Serra,"31,321"
SP,35,03000,Aramina,"5,486"
SP,35,03109,Arandu,"6,351"
SP,35,03158,Arapeí,"2,524"
SP,35,03208,Araraquara,"226,508"
SP,35,03307,Araras,"128,895"
SP,35,03356,Arco-Íris,"1,890"
SP,35,03406,Arealva,"8,351"
SP,35,03505,Areias,"3,859"
SP,35,03604,Areiópolis,"11,049"
SP,35,03703,Ariranha,"9,277"
SP,35,03802,Artur Nogueira,"50,246"
SP,35,03901,Arujá,"83,939"
SP,35,03950,Aspásia,"1,848"
SP,35,04008,Assis,"101,597"
SP,35,04107,Atibaia,"137,187"
SP,35,04206,Auriflama,"14,961"
SP,35,04305,Avaí,"5,275"
SP,35,04404,Avanhandava,"12,719"
SP,35,04503,Avaré,"88,385"
SP,35,04602,Bady Bassitt,"16,359"
SP,35,04701,Balbinos,"4,819"
SP,35,04800,Bálsamo,"8,773"
SP,35,04909,Bananal,"10,775"
SP,35,05005,Barão de Antonina,"3,353"
SP,35,05104,Barbosa,"7,128"
SP,35,05203,Bariri,"34,048"
SP,35,05302,Barra Bonita,"36,321"
SP,35,05351,Barra do Chapéu,"5,585"
SP,35,05401,Barra do Turvo,"7,828"
SP,35,05500,Barretos,"119,243"
SP,35,05609,Barrinha,"31,230"
SP,35,05708,Barueri,"262,275"
SP,35,05807,Bastos,"21,067"
SP,35,05906,Batatais,"60,589"
SP,35,06003,Bauru,"366,992"
SP,35,06102,Bebedouro,"77,627"
SP,35,06201,Bento de Abreu,"2,879"
SP,35,06300,Bernardino de Campos,"11,157"
SP,35,06359,Bertioga,"56,555"
SP,35,06409,Bilac,"7,682"
SP,35,06508,Birigui,"118,352"
SP,35,06607,Biritiba-Mirim,"31,158"
SP,35,06706,Boa Esperança do Sul,"14,546"
SP,35,06805,Bocaina,"11,810"
SP,35,06904,Bofete,"10,879"
SP,35,07001,Boituva,"55,725"
SP,35,07100,Bom Jesus dos Perdões,"23,025"
SP,35,07159,Bom Sucesso de Itararé,"3,831"
SP,35,07209,Borá,836
SP,35,07308,Boracéia,"4,631"
SP,35,07407,Borborema,"15,569"
SP,35,07456,Borebi,"2,519"
SP,35,07506,Botucatu,"139,483"
SP,35,07605,Bragança Paulista,"160,665"
SP,35,07704,Braúna,"5,454"
SP,35,07753,Brejo Alegre,"2,768"
SP,35,07803,Brodowski,"23,460"
SP,35,07902,Brotas,"23,419"
SP,35,08009,Buri,"19,570"
SP,35,08108,Buritama,"16,583"
SP,35,08207,Buritizal,"4,345"
SP,35,08306,Cabrália Paulista,"4,390"
SP,35,08405,Cabreúva,"46,528"
SP,35,08504,Caçapava,"91,162"
SP,35,08603,Cachoeira Paulista,"32,294"
SP,35,08702,Caconde,"18,976"
SP,35,08801,Cafelândia,"17,499"
SP,35,08900,Caiabu,"4,206"
SP,35,09007,Caieiras,"95,780"
SP,35,09106,Caiuá,"5,560"
SP,35,09205,Cajamar,"71,805"
SP,35,09254,Cajati,"28,962"
SP,35,09304,Cajobi,"10,341"
SP,35,09403,Cajuru,"25,230"
SP,35,09452,Campina do Monte Alegre,"5,901"
SP,35,09502,Campinas,"1,164,098"
SP,35,09601,Campo Limpo Paulista,"80,847"
SP,35,09700,Campos do Jordão,"50,852"
SP,35,09809,Campos Novos Paulista,"4,839"
SP,35,09908,Cananéia,"12,604"
SP,35,09957,Canas,"4,852"
SP,35,10005,Cândido Mota,"31,131"
SP,35,10104,Cândido Rodrigues,"2,780"
SP,35,10153,Canitar,"4,884"
SP,35,10203,Capão Bonito,"47,486"
SP,35,10302,Capela do Alto,"19,482"
SP,35,10401,Capivari,"53,152"
SP,35,10500,Caraguatatuba,"113,317"
SP,35,10609,Carapicuíba,"392,294"
SP,35,10708,Cardoso,"12,281"
SP,35,10807,Casa Branca,"29,877"
SP,35,10906,Cássia dos Coqueiros,"2,623"
SP,35,11003,Castilho,"19,873"
SP,35,11102,Catanduva,"119,480"
SP,35,11201,Catiguá,"7,603"
SP,35,11300,Cedral,"8,767"
SP,35,11409,Cerqueira César,"19,109"
SP,35,11508,Cerquilho,"45,142"
SP,35,11607,Cesário Lange,"17,163"
SP,35,11706,Charqueada,"16,440"
SP,35,57204,Chavantes,"12,484"
SP,35,11904,Clementina,"7,992"
SP,35,12001,Colina,"18,245"
SP,35,12100,Colômbia,"6,211"
SP,35,12209,Conchal,"27,132"
SP,35,12308,Conchas,"17,406"
SP,35,12407,Cordeirópolis,"23,234"
SP,35,12506,Coroados,"5,753"
SP,35,12605,Coronel Macedo,"4,922"
SP,35,12704,Corumbataí,"4,036"
SP,35,12803,Cosmópolis,"66,807"
SP,35,12902,Cosmorama,"7,388"
SP,35,13009,Cotia,"229,548"
SP,35,13108,Cravinhos,"34,110"
SP,35,13207,Cristais Paulista,"8,260"
SP,35,13306,Cruzália,"2,209"
SP,35,13405,Cruzeiro,"81,082"
SP,35,13504,Cubatão,"127,006"
SP,35,13603,Cunha,"22,086"
SP,35,13702,Descalvado,"32,980"
SP,35,13801,Diadema,"412,428"
SP,35,13850,Dirce Reis,"1,772"
SP,35,13900,Divinolândia,"11,492"
SP,35,14007,Dobrada,"8,592"
SP,35,14106,Dois Córregos,"26,517"
SP,35,14205,Dolcinópolis,"2,142"
SP,35,14304,Dourado,"8,897"
SP,35,14403,Dracena,"45,847"
SP,35,14502,Duartina,"12,567"
SP,35,14601,Dumont,"9,178"
SP,35,14700,Echaporã,"6,316"
SP,35,14809,Eldorado,"15,339"
SP,35,14908,Elias Fausto,"17,085"
SP,35,14924,Elisiário,"3,451"
SP,35,14957,Embaúba,"2,481"
SP,35,15004,Embu das Artes,"261,781"
SP,35,15103,Embu-Guaçu,"67,296"
SP,35,15129,Emilianópolis,"3,174"
SP,35,15152,Engenheiro Coelho,"18,611"
SP,35,15186,Espírito Santo do Pinhal,"43,897"
SP,35,15194,Espírito Santo do Turvo,"4,621"
SP,35,57303,Estiva Gerbi,"10,873"
SP,35,15301,Estrela do Norte,"2,761"
SP,35,15202,Estrela d'Oeste,"8,462"
SP,35,15350,Euclides da Cunha Paulista,"9,642"
SP,35,15400,Fartura,"15,960"
SP,35,15608,Fernando Prestes,"5,760"
SP,35,15509,Fernandópolis,"68,120"
SP,35,15657,Fernão,"1,669"
SP,35,15707,Ferraz de Vasconcelos,"184,700"
SP,35,15806,Flora Rica,"1,634"
SP,35,15905,Floreal,"3,011"
SP,35,16002,Flórida Paulista,"14,000"
SP,35,16101,Florínia,"2,799"
SP,35,16200,Franca,"342,112"
SP,35,16309,Francisco Morato,"168,243"
SP,35,16408,Franco da Rocha,"145,755"
SP,35,16507,Gabriel Monteiro,"2,790"
SP,35,16606,Gália,"6,894"
SP,35,16705,Garça,"44,532"
SP,35,16804,Gastão Vidigal,"4,585"
SP,35,16853,Gavião Peixoto,"4,688"
SP,35,16903,General Salgado,"10,961"
SP,35,17000,Getulina,"11,287"
SP,35,17109,Glicério,"4,773"
SP,35,17208,Guaiçara,"11,633"
SP,35,17307,Guaimbê,"5,696"
SP,35,17406,Guaíra,"39,813"
